Date,2020-11-07 22:06:14
Filename,STFCB-20201012-0105-0133_20201107_220504_002.dat
Data Label,정상
Label No,00
Motor Spec,L-CAHU-01R,1765,11,21.8,
Period,1SEC
Sample Rate,2000
RMS,15.37943,15.08903,14.76715,
Data Length,2000,
0,3.4833984375,-19.7392578125,16.1357421875,
0.0005,6.0859375,-20.4599609375,14.3740234375,
0.001,9.12890625,-20.580078125,11.8115234375,
0.0015,12.4521484375,-20.33984375,8.4482421875,
0.002,15.85546875,-19.138671875,3.9638671875,
0.0025,18.6982421875,-17.376953125,-0.560546875,
0.003,20.0595703125,-15.6953125,-3.5634765625,
0.0035,20.580078125,-13.4130859375,-6.326171875,
0.004,20.419921875,-10.1298828125,-9.44921875,
0.0045,19.69921875,-5.765625,-13.1328125,
0.005,18.6982421875,-1.6416015625,-16.2958984375,
0.0055,17.296875,2.4423828125,-18.8583984375,
0.006,15.134765625,5.2451171875,-19.5791015625,
0.0065,12.5322265625,8.2080078125,-20.0595703125,
0.007,8.48828125,11.8916015625,-19.859375,
0.0075,3.5634765625,15.375,-18.5380859375,
0.008,-1.0810546875,18.177734375,-16.9765625,
0.0085,-4.4443359375,19.859375,-15.5751953125,
0.009,-7.126953125,20.4599609375,-13.6533203125,
0.0095,-10.2099609375,20.419921875,-10.7705078125,
0.01,-13.7734375,19.779296875,-6.7666015625,
0.0105,-16.9765625,18.498046875,-2.4423828125,
0.011,-19.5390625,16.65625,1.921875,
0.0115,-20.2998046875,14.734375,4.5244140625,
0.012,-20.7001953125,12.171875,7.4873046875,
0.0125,-20.4599609375,8.4482421875,10.9306640625,
0.013,-19.5390625,4.1240234375,14.5341796875,
0.0135,-18.2578125,0,17.296875,
0.014,-16.736328125,-3.68359375,19.458984375,
0.0145,-14.4541015625,-6.40625,19.9794921875,
0.015,-11.4912109375,-9.44921875,20.01953125,
0.0155,-7.0068359375,-13.2529296875,19.4990234375,
0.016,-2.001953125,-16.576171875,18.0576171875,
0.0165,2.40234375,-18.978515625,16.3759765625,
0.017,5.125,-20.0595703125,14.9345703125,
0.0175,7.9677734375,-20.5,12.8125,
0.018,11.130859375,-20.1796875,9.5693359375,
0.0185,14.494140625,-19.298828125,5.4052734375,
0.019,17.537109375,-17.857421875,1.12109375,
0.0195,19.619140625,-16.095703125,-2.642578125,
0.02,19.9794921875,-13.9736328125,-5.125,
0.0205,20.099609375,-11.2109375,-8.0078125,
0.021,19.69921875,-7.1669921875,-11.69140625,
0.0215,18.7783203125,-3.04296875,-14.89453125,
0.022,17.3369140625,1.0009765625,-17.45703125,
0.0225,15.7353515625,4.0439453125,-18.978515625,
0.023,13.4130859375,6.88671875,-19.4990234375,
0.0235,9.9296875,10.009765625,-19.2587890625,
0.024,5.5654296875,13.453125,-18.5380859375,
0.0245,0.880859375,16.6962890625,-17.296875,
0.025,-3.123046875,18.818359375,-15.6552734375,
0.0255,-5.525390625,19.458984375,-14.1337890625,
0.026,-8.3681640625,19.8994140625,-11.931640625,
0.0265,-11.8916015625,19.458984375,-8.2080078125,
0.027,-15.0146484375,18.41796875,-4.2041015625,
0.0275,-17.7373046875,16.9365234375,-0.16015625,
0.028,-19.37890625,15.294921875,3.1630859375,
0.0285,-19.6591796875,13.052734375,5.6455078125,
0.029,-19.7392578125,9.9697265625,8.7685546875,
0.0295,-19.1787109375,5.8857421875,12.2919921875,
0.03,-18.2578125,1.76171875,15.53515625,
0.0305,-16.7763671875,-2.0419921875,17.8974609375,
0.031,-15.0546875,-4.6845703125,18.818359375,
0.0315,-12.6923828125,-7.607421875,19.4189453125,
0.032,-8.4482421875,-11.291015625,18.9384765625,
0.0325,-4.0439453125,-14.2939453125,17.9375,
0.033,0.400390625,-17.3369140625,16.65625,
0.0335,3.84375,-19.21875,15.2548828125,
0.034,6.2060546875,-19.8193359375,13.373046875,
0.0345,9.12890625,-19.8994140625,11.130859375,
0.035,12.9326171875,-19.2587890625,6.9267578125,
0.0355,15.9755859375,-18.0576171875,2.802734375,
0.036,18.3779296875,-16.5361328125,-1.0810546875,
0.0365,19.458984375,-14.7744140625,-3.84375,
0.037,19.779296875,-12.33203125,-6.6064453125,
0.0375,19.619140625,-8.6083984375,-10.169921875,
0.038,18.8984375,-4.7646484375,-13.3330078125,
0.0385,17.857421875,-0.6005859375,-16.5361328125,
0.039,16.3359375,3.04296875,-18.5380859375,
0.0395,14.09375,5.60546875,-18.9384765625,
0.04,11.6513671875,8.6083984375,-19.5390625,
0.0405,6.6865234375,12.65234375,-18.9384765625,
0.041,2.2421875,15.7353515625,-17.6572265625,
0.0415,-1.8818359375,18.177734375,-16.2158203125,
0.042,-5.044921875,19.7392578125,-14.8544921875,
0.0425,-7.6875,19.939453125,-12.65234375,
0.043,-10.7705078125,19.8994140625,-9.6494140625,
0.0435,-14.3740234375,19.1787109375,-5.5654296875,
0.044,-17.4970703125,17.6572265625,-1.041015625,
0.0445,-19.4990234375,15.9755859375,2.6025390625,
0.045,-20.1396484375,13.93359375,5.2451171875,
0.0455,-20.419921875,11.2509765625,8.16796875,
